external_id,sku,name,brand,product_url,image_url,product_type,status,variant,color,price,currency,shape,material,lens_width_mm,bridge_width_mm,temple_length_mm,frame_width_mm,width_class,style_tags,collection_tags,source_notes
FRAMED-EWE-10490500776224-52020666269984,FRAMED-EWE/10490500776224/52020666269984,lool Hangar 2 49,LOOL,https://framedewe.com/products/lool-hangar-2-49-optical,https://cdn.shopify.com/s/files/1/0203/3288/files/9-HANG2-49O-GRBK_2.jpg?v=1784769944,OPTICAL,ACTIVE,GRBK,GRBK,349,usd,round,acetate|metal,49,21,145,134,regular,round|architectural|optical,retailer|multi-brand|optical,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states small size, Bridge 21mm, Caliber 49mm, Frame Width 134mm and Temple Length 145mm. Shape and width class are operator enrichment from official tags and measurements; no fit guarantee or inventory quantity claim. Internal stable key is not a source SKU."
FRAMED-EWE-10485428781344-52004437983520,FRAMED-EWE/10485428781344/52004437983520,lool Naos,LOOL,https://framedewe.com/products/lool-naos-optical,https://cdn.shopify.com/s/files/1/0203/3288/files/9-NAOS-50O-DGGM_2.webp?v=1784507039,OPTICAL,ACTIVE,DGGM,DGGM,365,usd,round,acetate|metal,50,20,150,139,regular,round|architectural|optical,retailer|multi-brand|optical,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states Bridge 20mm, Caliber 50mm, Front 139mm and Temple 150mm. Shape and width class are operator enrichment from official tags and measurements; no fit guarantee or inventory quantity claim. Internal stable key is not a source SKU."
FRAMED-EWE-10474953310496-51991134961952,FRAMED-EWE/10474953310496/51991134961952,Kuboraum H15,Kuboraum,https://framedewe.com/products/kuboraum-h15-sunglasses,https://cdn.shopify.com/s/files/1/0203/3288/files/H15-RH-1.webp?v=1784246263,SUNGLASSES,ACTIVE,RH,RH,743,usd,rectangle,metal,56,15,140,,regular,square|rectangle|mask|sun,retailer|multi-brand|sunglasses,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states handmade in Italy and Bridge 15mm, Lens Width 56mm, Temple Length 140mm. Shape and width class are operator enrichment from official tags and measurements; no fit guarantee or inventory quantity claim."
FRAMED-EWE-10474916217120-51991102882080,FRAMED-EWE/10474916217120/51991102882080,Kuboraum H66,Kuboraum,https://framedewe.com/products/kuboraum-h66-sunglasses,https://cdn.shopify.com/s/files/1/0203/3288/files/H66-RH-1.webp?v=1784245802,SUNGLASSES,ACTIVE,RH,RH,1048,usd,rectangle,metal,50,21,140,,regular,square|rectangle|mask|sun,retailer|multi-brand|sunglasses,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states handmade in Italy and Bridge 21mm, Lens Width 50mm, Temple Length 140mm. Shape and width class are operator enrichment from official tags and measurements; no fit guarantee or inventory quantity claim."
FRAMED-EWE-10474890166560-51991096394016,FRAMED-EWE/10474890166560/51991096394016,Kuboraum P25,Kuboraum,https://framedewe.com/products/kuboraum-p25-optical,https://cdn.shopify.com/s/files/1/0203/3288/files/P25-IK-1.webp?v=1784244761,OPTICAL,ACTIVE,IK,IK,706,usd,rectangle,acetate,51,18,145,,regular,square|rectangle|mask|optical,retailer|multi-brand|optical,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states handmade in Italy and Bridge 18mm, Lens Width 51mm, Temple Length 145mm. Shape and width class are operator enrichment from official tags and measurements; no fit guarantee or inventory quantity claim."
FRAMED-EWE-10474887446816-51991092330784,FRAMED-EWE/10474887446816/51991092330784,Kuboraum H66,Kuboraum,https://framedewe.com/products/kuboraum-h66-optical,https://cdn.shopify.com/s/files/1/0203/3288/files/H66-TM-1.webp?v=1784243838,OPTICAL,ACTIVE,TM,TM,986,usd,rectangle,metal,50,21,140,,regular,square|rectangle|mask|optical,retailer|multi-brand|optical,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states handmade in Italy and Bridge 21mm, Lens Width 50mm, Temple Length 140mm. Shape and width class are operator enrichment from official tags and measurements; no fit guarantee or inventory quantity claim."
FRAMED-EWE-10464586400032-51972569104672,FRAMED-EWE/10464586400032/51972569104672,AHLEM Rue Du Soleil,AHLEM,https://framedewe.com/products/ahlem-rue-du-soleil-sunglasses,https://cdn.shopify.com/s/files/1/0203/3288/files/RUE-DU-SOLEIL-SUN_YELLOW-TURTLE_GREEN-GRADIENT_01_WEB_grey_1500x1002_crop_center_f446b841-a873-4783-b9f8-67f948a5c74e.webp?v=1783806715,SUNGLASSES,ACTIVE,Yellow Turtle,Yellow Turtle,560,usd,round,acetate,51,20,145,,regular,round|oversized|handcrafted|sun,retailer|multi-brand|sunglasses,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states handcrafted in France, 8mm Italian acetate, Lens Width 51mm, Bridge Width 20mm, Temple Length 145mm and medium to wide fit. Fit wording remains a source statement; no fit guarantee is inferred. Shape and width class are operator enrichment."
FRAMED-EWE-10464548061472-51972550492448,FRAMED-EWE/10464548061472/51972550492448,AHLEM Reaumur,AHLEM,https://framedewe.com/products/ahlem-reaumur-sunglasses,https://cdn.shopify.com/s/files/1/0203/3288/files/AHLEM_FW25_REAUMUR_SUN_Champagne_01_WEB_grey_1500x1002_crop_center_c9ee88bd-c4cf-43df-84c6-d8bd5aa95301.webp?v=1783805901,SUNGLASSES,ACTIVE,Champagne,Champagne,620,usd,rectangle,steel,54,17,150,,regular,square|rectangle|handcrafted|sun,retailer|multi-brand|sunglasses,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states handcrafted in France, premium steel, Lens Width 54mm, Bridge Width 17mm, Temple Length 150mm and medium to extra wide fit. Fit wording remains a source statement; no fit guarantee is inferred. Shape and width class are operator enrichment."
FRAMED-EWE-10457316426016-51960624578848,FRAMED-EWE/10457316426016/51960624578848,AHLEM Marguerite,AHLEM,https://framedewe.com/products/ahlem-marguerite-sunglasses,https://cdn.shopify.com/s/files/1/0203/3288/files/AHLEM_SS26_SUN_MARGUERITE_BLACK_01_WEB_white_1500x1002_crop_center_c0119cf3-9071-4f8c-bfb3-eef616b423f2.webp?v=1783544379,SUNGLASSES,ACTIVE,Black,Black,580,usd,rectangle,acetate,56,19,145,,regular,square|rectangle|handcrafted|sun,retailer|multi-brand|sunglasses,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states handcrafted in France, 8mm plant-based Italian acetate, Lens Width 56mm, Bridge Width 19mm, Temple Length 145mm and medium to wide fit. Fit wording remains a source statement; no fit guarantee is inferred. Shape and width class are operator enrichment."
FRAMED-EWE-10216407728416-51275447304480,FRAMED-EWE/10216407728416/51275447304480,AHLEM Paris 04,AHLEM,https://framedewe.com/products/ahlem-paris-04-optical,https://cdn.shopify.com/s/files/1/0203/3288/files/AHLEM_PARIS_04_OPT_CHAMPAGNE_01_grey_1500x1002_crop_center_60632c7b-4849-4e22-984f-e74d3a149402.webp?v=1772237311,OPTICAL,ACTIVE,White Gold,White Gold,790,usd,oval,stainless steel,44,23,150,,regular,oval|refined|handcrafted|optical,retailer|multi-brand|optical,"Official Framed EWE product JSON snapshot: vendor, title, product URL, image, selected variant price and public availability state; body states handcrafted in France, stainless steel construction, Lens Width 44mm, Bridge Width 23mm, Temple Length 150mm and small to medium fit. Fit wording remains a source statement; no fit guarantee is inferred. Shape and width class are operator enrichment."
